country_alpha,loc_code,year,n,tradagg_mean,survsagg_mean
JPN,392014,1990,142,1.659091630773479,0.3699815047904831
JPN,392017,2010,124,1.7092122243204673,1.013986085713222
JPN,392026,2019,61,1.921066711491038,1.4222442522040615
JPN,392027,2019,89,1.7273296729338172,1.790446959738322
KAZ,2,2011,97,0.22931399303541267,-0.848874431818997
KAZ,4,2018,150,0.1657812750773373,-0.6152952440902661
KAZ,4,2011,81,0.25476494078418066,-0.8564019437229663
KAZ,398003,2011,60,-0.3527758745173262,-0.40642076698822727
KAZ,398008,2018,548,-0.24861539607365146,-0.7158792995613859
KAZ,398008,2011,1129,-0.39063201363474354,-0.6434077151813147
KEN,404001,2021,53,-1.113370030126818,0.13726018475881846
KEN,404005,2021,199,-0.9639632747080858,-0.2112905658544916
KEN,404011,2021,223,-0.8953909210906921,-0.32740577741341076
KEN,404017,2021,223,-0.8963876598944055,-0.4251988493828134
KGZ,4,2020,193,-0.7798739354875172,-0.6516188440373559
KGZ,417002,2020,118,-1.795978628970435,-0.5449876196172097
KGZ,417002,2011,446,-0.5660579849387793,-0.8991170285585456
KGZ,417006,2020,164,-1.257824686582426,-0.5551091919157222
KGZ,417018,2011,82,-0.30217438671336505,-0.8112466964273408
KGZ,417018,2003,75,0.2502900229655269,-1.0683129079625622
KGZ,417020,2003,58,0.648773445191788,-1.1481585379936528
KGZ,417021,2003,118,0.3651194343252896,-1.1187866414805787
KGZ,417027,2003,209,-0.4172001258742161,-1.1022155039792965
KGZ,417038,2020,147,-1.4407633508373952,-0.49319189089980553
KGZ,417038,2011,599,-0.6456613200502844,-0.6389080584477668
KGZ,417039,2020,85,-1.564255666343835,-0.6095418531247956
KGZ,417039,2011,104,-0.6436915796186595,-0.5242267185343876
KOR,5,2010,309,1.06567263006269,-0.0637570320578998
KOR,410001,2018,183,1.2681746430950411,-0.7028168209016399
KOR,410001,2010,383,0.6708805991152371,-0.3638180769246777
KOR,410001,2005,585,1.1375264819715116,-0.6264542922173482
KOR,410002,2018,533,1.4480638016115683,-0.3361025803404137
KOR,410002,2010,284,1.1253538462729318,-0.041715479242544144
KOR,410002,2005,74,0.857648322828888,-0.49802544185386866
KOR,410004,2010,62,1.417912213130793,0.37086932456177724
KOR,410004,2005,190,1.120958885910979,-0.07799510739756563
KOR,410006,2005,292,0.832739058258331,0.012919343767023557
KOR,410008,2018,71,1.101356186667069,-0.16317244275903292
LBN,4,2018,386,-0.3594181375291091,-1.1772417886443933
LBN,422001,2018,98,-1.0547202442958103,-0.751233488055375
LBN,422002,2018,95,-0.7233906822918611,-0.8761800634281397
LBN,422003,2018,131,-0.7280755605114512,-0.7313717162971685
LBN,422004,2018,85,-0.5770997899089361,-1.548582370641505
LBN,422005,2018,169,-0.29553304782926865,-1.5034312766981195
LBN,422018,2018,63,-0.6913223845469776,-0.6955656972156515
LBY,2,2014,804,-1.5433365464521256,-1.0752694356306491
LBY,5,2014,86,-1.3461556607074796,-0.9629023845207164
LBY,434001,2022,118,-1.641144064209341,-1.1056398632021227
LBY,434001,2014,184,-1.7941087695984188,-0.9007107921516646
LBY,434002,2022,71,-1.8422709849796135,-1.0629740085300656
LBY,434002,2014,266,-1.6267812838398759,-0.8963159173443856
LBY,434004,2022,57,-1.6494562146465612,-1.0563798054949858
LTU,440003,1997,51,1.322567916634406,-1.2755174472002189
LTU,440004,1997,83,1.1594096979384283,-0.696405716166696
LTU,440074,1997,117,0.40134879480152635,-0.9698495802818696
LVA,428005,1996,71,1.9508575676749045,-0.6195608382456675
LVA,428011,1996,59,0.9688199676826315,-0.4656741090233803
LVA,428014,1996,51,1.945439249824248,-0.2694469662000852
LVA,428023,1996,75,1.0380861043236764,0.06616231986238134
LVA,428032,1996,96,1.2035553758581043,-0.056597429609834195
MAC,5,2019,170,1.5684797134566602,-0.0485048697302829
MAC,446001,2019,62,1.0892344374245406,0.1917601822311665
MAC,446002,2019,51,1.220625022313862,0.15118759851080735
MAC,446004,2019,90,1.1504600196800503,0.5479069001786866
MAC,446005,2019,122,1.4114986261673488,0.6093519055630904
MAC,446011,2019,52,1.0625913856606688,0.5177940268822516
MAR,4,2021,381,-0.21701813420510352,-0.8919593412959117
MAR,8,2021,192,-0.0221579786329337,-1.1162011690426987
MAR,504001,2021,62,-0.20763510007716662,-0.487192609492996
MAR,504002,2021,123,-0.6037207380352858,-0.7403586167362148
MAR,504004,2021,119,-0.786185940912497,-0.5813092349583742
MAR,504006,2021,58,-0.06683805286237313,-0.659145058297274
MAR,504009,2021,121,-0.551261908350382,-0.6339610602954371
MAR,504011,2021,72,-0.41466873024112266,-0.8174031119976407
MDA,2,2006,154,1.2531109167587404,-1.7549527764900947
MDA,4,2002,79,1.5625219606585505,-1.6798386394431772
MDA,498001,2006,69,0.46620567033035076,-1.6770588024142865
MDA,498001,2002,75,0.7538544847383597,-1.229163344925279
MDA,498003,2006,195,0.6351520519762065,-2.010618201601959
MDA,498003,2002,189,0.7559477743729435,-1.6388499001926025
MDA,498003,1996,72,1.0240734342959064,-1.84765972073332
MDA,498005,1996,66,0.4335617277581066,-1.5036361026564906
MDA,498006,1996,51,0.20026786195954396,-1.1475811735364296
MDA,498009,1996,180,0.8767708634255698,-1.6106555735281458
MDA,498019,1996,51,0.8590671816172554,-1.7452311136730307
MDV,4,2021,211,-1.4826210431575053,-0.6765847629982727
MDV,462002,2021,217,-1.3274235276535251,-0.5953820927458848
MDV,462006,2021,314,-1.4375485243250385,-0.6243306654769366
MEX,4,2018,516,-1.0572178820607072,0.061809909828586806
MEX,4,2012,375,-1.459997220325717,0.47123347393331894
MEX,4,2005,136,-1.583448810757014,0.6523593483258413
MEX,4,2000,140,-1.3171361672923565,0.4376652644765756
MEX,4,1996,118,-0.7561118255287428,-0.054611878431290076
MEX,4,1990,115,-0.1305896435733797,0.21380483806892833
MEX,7,2012,79,-1.4593008743032707,0.6050713880028114
MEX,8,2018,52,-1.2087408116141911,0.7797206428833285
MEX,484001,2018,179,-1.2871417694799223,0.24824265053538327
MEX,484001,2012,539,-1.7664643236428728,0.5688109313465631
MEX,484001,2005,319,-1.626525412946685,0.3119003038763828
MEX,484001,2000,397,-1.5376833905335932,0.2561732725303193
MEX,484001,1996,315,-1.1318612519724058,-0.17310003448869185
MEX,484001,1990,353,-0.54920047427101,-0.2011408390247118
MEX,484002,2018,191,-1.2418354200078827,0.20585012431803884
MEX,484002,2012,439,-1.6315441447085925,0.6631892481117941
MEX,484002,2005,351,-1.5858834484899815,0.7919992628590211
MEX,484002,2000,318,-1.450700090018918,0.7170482640381706
MEX,484002,1996,296,-1.0055163126027769,0.3704571068937598
MEX,484002,1990,190,-0.6550476024360262,-0.02741506206134687
MEX,484003,2018,50,-1.1426420392116967,0.06687317169260126
MEX,484003,2012,228,-1.6056279066179098,0.6207475709038316
MEX,484003,2005,290,-1.3106440425437271,0.8366505021441872
MEX,484003,2000,102,-1.3718672388089101,0.5897157066804889
MEX,484003,1996,200,-0.2761452762458555,0.29145649715512073
MEX,484003,1990,132,0.24339071050102215,0.5967193917404944
MEX,484005,2012,67,-1.6706294740174372,0.6812602095004543
MEX,484005,2005,57,-1.4303781990787785,1.1244211728312061
MEX,484022,2018,469,-0.9035688742013414,0.26449116127519806
MKD,7,2001,206,0.4131161609854118,-0.8320498354097047
MKD,807002,2001,55,0.6357939042418234,-0.9919536536759741
MKD,807003,1998,57,0.7454349218627454,-0.24899602176417557
MKD,807008,2001,199,0.051715249725552914,-0.2900551048500057
MKD,807008,1998,154,0.5224634286025975,-0.5818961032688141
MKD,807010,2001,74,-0.29061767942570327,0.23527784411225672
MKD,807011,1998,119,0.49203949466940045,-0.688241940687164
MKD,807037,1998,118,0.6427842430847532,-0.8456378541417627
MKD,807038,1998,82,0.7739730892563659,-0.9313271437924772
MLI,5,2007,56,-1.6613250588885797,-0.4286184399317504
MLI,466001,2007,128,-1.4701062433401086,0.09452310692684761
MLI,466003,2007,87,-1.4360041585231427,-0.12605744670455887
MMR,104001,2020,658,-1.0302588071568914,-0.9399442169654876
MMR,104002,2020,226,-1.091295047632026,-0.9863305263369447
MNE,499001,2001,144,1.8457581939909495,-1.4732863253943145
MNE,499001,1996,70,0.17223813052139625,-0.7151715122535774
MNE,499005,2001,165,0.2833680359977034,-0.5744872097564527
MNG,496001,2020,458,0.5115326351156149,0.24528848004763096
MNG,496002,2020,419,0.7218876022912577,0.18993618306906815
MNG,496003,2020,194,0.949646160550634,0.21459835995908846
MNG,496004,2020,416,1.1764383316065354,-0.10482388022852415
MNG,496005,2020,67,1.1890231076878313,0.024630049076927653
MYS,458001,2012,93,-0.9794426166364725,-0.7006491019163823
MYS,458002,2012,102,-0.09867653901347302,-0.7253832268351981
MYS,458003,2012,92,-1.1459095398629053,-0.8850408898966077
MYS,458005,2018,528,-0.3991850813555756,-0.43589009754363445
MYS,458005,2012,820,-1.203006775282565,-0.62595142632007
MYS,458006,2018,522,0.4830153741731553,-0.22982169424342455
MYS,458007,2018,155,-0.4272268355169041,-0.5432911679567075
MYS,458009,2018,53,1.048894827239363,-0.7481178508358459
NGA,4,2012,307,-0.9389780522222783,-1.3124861847595182
NGA,4,2000,282,-1.7383978457063902,-0.8032295872663643
NGA,566002,2012,442,-1.1155327126450738,-0.7999274375436655
NGA,566004,2012,80,-1.3280687921971306,-0.8213348223742962
NGA,566005,2012,51,-1.635913771135292,-0.8728623536562765
NGA,566006,2012,167,-1.2238109418002643,-1.0942274582624845
NGA,566012,2018,398,-1.2910174791269284,-1.1114525817548533
NGA,566012,2012,612,-1.4052242008161278,-0.5324110903635155
NGA,566012,2000,1003,-1.9305991331624532,-0.5232113067575053
NGA,566017,2000,302,-1.7165965263397793,-0.5389431891262403
NGA,566018,2000,295,-1.8753855436439049,-0.5565948931858274
NGA,566019,1990,193,-1.3478473356503473,-1.1101874373450191
NGA,566020,1990,173,-1.360242427184515,-0.8531262819421077
NGA,566021,2018,420,-1.5578553754048274,-0.9675326163494988
NIC,4,2020,477,-1.5466056009446483,-0.3576762657000901
NIC,558001,2020,345,-1.9101115037364298,-0.2486237273025689
NIR,909004,2022,50,0.8557595549371455,2.244059908472343
NLD,8,2022,64,1.4444767419256654,2.498586274007848
NLD,528002,2022,59,0.315239485306062,2.2478608764210626
NLD,528002,2012,135,-0.2835259878462111,1.6645085305518939
NLD,528003,2022,219,0.8100513738127187,2.678868489174023
NLD,528003,2012,178,0.5995793831519379,2.544626206360747
NLD,528004,2022,154,1.1458867944843043,2.96332700587268
NLD,528004,2012,161,1.1490957377022464,2.8980292017742446
NLD,528013,2022,83,1.4441873318066643,1.8279181136082943
NLD,528013,2012,127,1.0426135206138223,1.3590747435911903
NLD,528014,2022,61,-0.25684102722977015,1.6269669132257687
NLD,528015,2022,68,1.6374154240500316,2.6006803093392095
NLD,528018,2012,87,0.7576218049857726,1.8169289889141977
NLD,528021,2022,71,1.4677334817321674,2.8936962555532113
NLD,528022,2022,74,1.3140212780367302,2.46286290292977
NLD,528022,2012,149,1.152589667713101,2.0614111236605606
NLD,528023,2022,93,1.2487627627072992,2.6278326470012696
NLD,528023,2012,246,0.9192889976009023,2.561885972964009
NLD,528028,2022,84,1.4227019335783149,2.272228604053418
NLD,528033,2022,61,1.53959343900834,3.217844654628372
NOR,578001,2007,300,0.9831448242471659,2.8408674266252856
NOR,578001,1996,383,0.79732620733135,2.148609113548184
NOR,578002,2007,159,0.6598804475369339,2.0494519169242635
NOR,578002,1996,112,0.8161418105576675,1.3558526602371568
NOR,578003,2007,151,0.7946958693891248,3.1600923980644198
NOR,578003,1996,150,0.708921913955812,1.920744280064876
NOR,578004,1996,67,-0.7699390487374844,1.0996265773312626
NOR,578007,2007,60,0.55758387877405,2.745622374543734
NOR,578007,1996,87,0.696020028649248,1.2213163258136184
NOR,578008,2007,86,1.4251464826601,3.4554947075579405
NOR,578008,1996,65,1.3974469756403989,2.5152560243015265
NOR,578009,2007,50,0.9066483800213065,3.0604340202928495
NOR,578009,1996,64,1.0776314177165984,2.1492105461794146
NZL,554005,2020,206,0.5459649604927355,3.078215053079154
NZL,554005,2011,95,0.22607353259373378,2.3508324677566073
NZL,554005,2004,218,-0.09661016754895352,2.673428726522896
NZL,554005,1998,238,0.118859489214295,2.0875291547203867
NZL,554006,2020,175,0.30792006517627774,2.6649257383756413
NZL,554006,2011,226,-0.10606633150610419,2.3238499989772694
NZL,554006,2004,170,-0.06823533127141534,2.3981648606807973
NZL,554006,1998,193,-0.3706075738073588,2.2335861989008565
PAK,2,2018,234,-1.5327952761562196,-0.8310965978422594
PAK,2,2012,107,-0.9376459336358007,-1.2093674883791385
PAK,8,2018,84,-1.29028198044887,-0.7552793582768773
PAK,586001,2018,192,-1.0590413597723594,-0.17236162695378024
PAK,586001,2012,241,-0.941499220410843,-0.5434462205187826
PAK,586001,2001,405,-1.1720997810735831,-1.6071384339738066
PAK,586002,2018,282,-1.4498738671050866,-0.7866926062149617
PAK,586002,2012,317,-1.3267348442638407,-0.5059686480912186
PAK,586002,2001,484,-1.350609272659115,-1.3486614396258993
PAK,586007,2018,506,-1.4592294932729768,-0.6505558574337198
PAK,586007,2012,191,-1.2759187891917045,-0.52529239301752
PAK,586016,2001,69,-1.4229111194576165,-1.5463175720841285
PER,3,2001,68,-1.2575265104743425,-0.4631798338329451
PER,4,2018,498,-1.0639319988964473,-0.5616090355144245
PER,4,2012,256,-0.9713676305974146,-0.3529511202387473
PER,604001,2012,68,-0.9290757526441912,-0.7262213829598586
PER,604001,2001,598,-1.1478241228374018,-0.5659075261640538
PER,604002,2001,222,-1.2231578328660992,-0.3882273256669307
PER,604003,2001,65,-1.2212903698724489,-0.36223975045494344
PER,604004,2001,121,-1.3323392103660507,-0.07329488316265222
PER,604005,1996,78,-0.6114841990148128,-0.11731710695709217
PER,604006,2018,103,-1.1314710508236563,-0.421183613421148
PER,604008,1996,381,-1.0989414905263704,-0.47139594009180563
PER,604024,2012,171,-0.8861944925408529,-0.16029805029330924
PER,604025,2012,57,-0.6453867309338852,-0.21300121489220408
PER,604026,2018,79,-1.1756936203720534,-0.7400953771299358
PER,604026,2012,130,-1.0456643176080587,-0.44406853767935894
PER,604036,2018,60,-1.1335323783369444,-0.5814412038153666
PHL,2,2001,240,-1.0661425913823408,-0.34915242671075664
PHL,2,1996,141,-1.2602653822559338,-0.7348820637233056
PHL,5,2012,53,-1.244533955788253,0.0466625158223741
PHL,608001,2019,69,-1.2499802180359767,0.047042395115029716
PHL,608001,2012,214,-1.3785090849164625,-0.1169006651037097
PHL,608001,2001,136,-1.2732441626494266,-0.32775006600716833
PHL,608001,1996,186,-1.1273856133250955,-0.49039493759854985
PHL,608002,2019,239,-1.4060335794571324,0.02781516329388442
PHL,608002,2012,392,-1.2579147945169489,-0.05431057480643996
PHL,608002,2001,50,-1.3489408303026018,-0.35650097609288944
PHL,608002,1996,63,-1.1421325623359981,-0.23123255712103546
PHL,608003,2019,87,-1.3990554593840039,0.2089649375512723
PHL,608003,2012,125,-1.1162566785169843,0.01574361566311907
PHL,608004,2012,62,-0.9563302126708967,0.0822513944221123
PHL,608004,2001,50,-1.119033941708931,-0.29825889140636086
PHL,608004,1996,53,-1.1333167583615769,-0.4348986169667412
PHL,608005,2019,350,-1.3195370047036286,0.09085002186890467
PHL,608005,2012,73,-1.0433328600963157,-0.2013379710856672
PHL,608005,1996,169,-1.3327711387746106,-0.4821776379068357
PHL,608012,2001,75,-1.2024515352672196,-0.3622993063952275
PHL,608013,2019,159,-1.5563596588558013,0.2139369859199501
PHL,608013,2001,75,-0.9756705694182083,-0.31460383491592814
PHL,608014,2019,123,-1.5221226014844478,0.15605894822135463
PHL,608014,2001,60,-1.0131696360794011,-0.28161471168483077
PHL,608014,1996,101,-1.1086468035876034,-0.5342182279301454
PHL,608015,2001,138,-1.1922733101047078,-0.20908915587201088
PHL,608015,1996,132,-1.278140583669832,-0.4774612026670547
PHL,608016,2001,174,-1.0610837029924498,-0.4920965563103393
PHL,608025,2001,65,-0.6891856254754662,-0.7513029660363525
PHL,608030,1996,61,-1.0750584801562684,-0.533820903068009
POL,2,2012,90,-0.22098888278808645,-0.44147652663082265
POL,2,2005,125,-0.34782261225154976,-0.38070200897942713
POL,616004,2012,56,-0.3992776922793585,0.23422510912530203
POL,616031,2012,111,-1.0768818772106827,-0.3311914899021862
POL,616031,2005,216,-1.0693796596657088,-0.38215738411434885
POL,616032,2012,195,-0.4938832780331098,0.398406559628476
POL,616032,2005,137,-0.597552988024524,0.11425651619478601
POL,616046,2012,55,0.47344664138607345,1.1953862608035162
PRI,8,2018,469,-1.4327728526676606,0.7912500079665395
PRI,630001,2018,199,-1.7157905293127975,0.4078738806681151
PRI,630001,1995,363,-1.9191360223089566,0.1174659010467524
PRI,630002,2018,130,-1.8011554790587343,0.589061128104199
PRI,630002,1995,388,-1.9673267937926935,-0.06019521436531877
PRI,630003,1995,71,-1.4721330636223564,0.4474334210323602
PSE,5,2013,60,-0.6574247292468628,-1.9166176865611904
PSE,275001,2013,312,-1.0609320840806362,-1.2596192189984363
PSE,275002,2013,133,-0.9991497033754906,-1.2198953526148355
ROU,2,2012,63,0.42425391773850746,-1.2753534045755879
ROU,2,2005,164,0.5029174105774027,-1.7671482913622418
ROU,2,1998,123,0.5777529926297478,-1.3356400401599864
ROU,642002,1998,122,0.34880908034817754,-1.2138579143344168
ROU,642003,2005,82,-0.1882794211266126,-1.2911248736381113
ROU,642003,1998,106,0.6150230042782121,-0.8187302210524371
ROU,642004,1998,52,0.4933218944311388,-0.877136226433641
ROU,642007,2005,91,0.033308326604556834,-1.7211707753774508
ROU,642007,1998,86,0.5403759509759669,-0.8019775471688828
ROU,642008,2018,225,-0.6216836189034214,-1.0361643491842134
ROU,642008,2012,62,-0.5664200827888359,-1.3774925484300895
ROU,642008,2005,210,-0.3222343879756573,-1.73413304311139
ROU,642016,1998,110,0.5898544943501411,-0.5754070254471978
ROU,642033,2005,241,-0.17692880787698026,-1.282647389160551
ROU,642035,2012,156,-0.42667747612589024,-1.2113148224936063
ROU,642052,2012,349,-0.24356297752308328,-1.2629546801674807
ROU,642055,2012,69,-0.19070157713510077,-1.6436521269727828
ROU,642060,2018,142,-0.41741656864100446,-0.4058324092502061
ROU,642060,2005,53,-0.09142686149908937,-1.1484197514938321
ROU,642066,1998,61,0.3655843871939416,-0.5692941933367097
RUS,4,2017,163,0.903881255083837,-0.6244156567240386
RUS,4,1995,80,1.6569842674169835,-1.4562515324219345
RUS,643001,1995,56,1.0999991973654548,-1.4192292153118287
RUS,643002,2017,110,0.5293029413507274,-0.8087415113894014
RUS,643002,2011,215,0.5709241789066771,-1.1153137489094782
RUS,643002,1995,268,1.0743317576498859,-1.4640778077963534
RUS,643003,2017,127,0.8999066406139018,-0.6987792095859303
RUS,643003,2011,146,0.48888680240466104,-0.7287458298468262
RUS,643003,1995,69,1.3003453355519834,-1.4407257255090458
RUS,643015,1995,55,1.2358698446981118,-1.332793888919871
RUS,643018,1995,120,0.9685905312327274,-1.1386139816983838
RUS,643019,1995,102,1.3351298275515657,-1.3771200641163601
RUS,643023,1995,62,1.2273944167148063,-1.1123188134545696
RUS,643028,1995,55,1.1194337327330188,-1.1134937412229733
RUS,643032,2017,654,0.17704982029226707,-0.48548264644465644
RUS,643032,2011,644,0.15300071054423658,-0.772961242928803
RUS,643034,2017,52,0.48196496350160334,-0.6483472986367972
RUS,643034,2011,79,0.5058023251904977,-1.048256940245704
RUS,643037,1995,81,1.450857499847596,-0.8908185250261255
RWA,4,2012,232,-1.1538682809984537,-0.8391815386067429
RWA,646104,2012,1031,-1.105189692015398,-0.7168308863010849
RWA,646109,2012,65,-0.9009319564744624,-0.7049953228215761
RWA,646113,2012,53,-1.001265086011893,-0.7407916273428375
SRB,2,2001,132,0.8523520384819594,-1.1251505265320352
SRB,2,1996,84,1.1161246904061495,-0.6432572523705318
SRB,4,1996,76,1.5402473369712824,-0.5739448723556
SRB,688001,2017,76,0.7749276053515938,0.43584755414018844
SRB,688001,2006,150,0.5915798017789449,-0.009422992759114962
SRB,688001,2001,101,0.9815623963249159,0.0143254705305392
SRB,688001,1996,72,1.721363428477166,-0.10794648408737853
SRB,688002,2017,250,0.2577067982808895,-0.1527420779695511
SRB,688003,2017,74,0.5598487997588661,-0.36315010523957136
SRB,688003,2001,63,0.08576143449107024,-0.8994824441719709
SRB,688003,1996,304,0.16952312375242098,-0.7474022393702241
SRB,688004,2006,133,0.06965064622101942,-0.3856650282583887
SRB,688004,1996,57,1.0556071090115386,-0.5507906137478336
SRB,688005,2006,73,0.41279653566223434,0.06930956252530347
SRB,688005,2001,238,0.5871194144985888,-0.4824743915092172
SRB,688005,1996,66,1.6930925517554152,-0.16431386402089057
SRB,688006,2017,62,0.4365828458446455,-0.3198982597933101
SVK,703003,1998,151,0.06397949036665514,-0.0005621461123518526
SVK,703005,2022,68,-0.5356099492697065,-0.4850005600586152
SVK,703005,1998,53,-0.7596529884304702,0.05640988498291667
SVK,703006,1998,105,0.218020059369605,0.21590976374374302
SVK,703008,1998,123,0.7919627444894752,0.5216836512866723
SVK,703015,1998,157,0.7687856905632277,0.32062332306839403
SVK,703047,2022,56,0.11217409881964711,1.027536714387923
SVK,703049,2022,101,0.748831756306982,1.006869507212468
SVK,703050,2022,62,0.7707148223126511,-0.0858107622495577
SVK,703051,2022,126,0.3511991010462048,-0.41015641830583016
SVK,703056,2022,180,0.49038022698820777,0.045317054640646226
SVN,2,2011,171,1.456572707705292,1.1005001815614146
SVN,705002,2011,57,0.7628264919602994,0.2726602025577052
SVN,705003,2005,96,1.1442922061200116,1.1984900831447822
SVN,705003,1995,123,1.1220461862853648,0.704264387978847
SVN,705004,1995,103,0.3980550064730662,-0.18979922948171046
SVN,705006,2011,128,0.49070085799652147,0.5550207811379738
SVN,705006,2005,133,0.5282194031017189,0.6292283564130509
SVN,705006,1995,87,0.7913801828042082,0.5800653745129958
SVN,705007,1995,81,-0.3618589373609277,-0.47525666055190613
SVN,705008,2011,55,1.0645292921677838,1.2084060947355209
SVN,705008,2005,66,1.514416250243081,1.5360144435107328
SVN,705009,1995,70,0.8785809807895166,0.5858342170965269
SWE,5,2006,53,1.6141113950843036,2.789040020830468
SWE,752002,2011,66,1.159038308700947,3.466421037324104
SWE,752002,2006,83,1.2232041384334427,3.299457447848027
SWE,752002,1999,67,1.1269492759864859,3.259650962658595
SWE,752003,1999,57,0.22757756466268375,2.2001090561880554
SWE,752004,2011,103,1.6796740628848428,3.146417153879313
SWE,752004,2006,52,1.8089612533796102,3.530828252283256
SWE,752004,1999,55,1.211050814048953,2.9589406420166164
SWE,752004,1996,93,1.2558366658394082,2.5824736826724
SWE,752005,2011,264,1.22306528426979,3.0748195433964796
SWE,752005,2006,199,1.210417823806436,2.903665198092075
SWE,752005,1999,166,1.0758341608391246,2.778430769283684
SWE,752005,1996,152,1.0813582172653293,2.695548337876029
SWE,752006,2011,197,1.362538388645353,3.0443637775834134
SWE,752006,2006,229,1.144869557574271,3.104571382361836
SWE,752006,1999,170,0.842089595871773,2.6639757820365424
SWE,752006,1996,201,1.0243361319056727,2.502455438802825
SWE,752007,2011,55,1.8992454797650324,3.313412747133566
SWE,752007,1999,86,1.3555354989869033,3.245880533526974
SWE,752007,1996,92,1.2829578026452477,2.8916945451688854
THA,5,2007,587,-0.6398719578896248,-0.25050565974059874
THA,764001,2018,163,-0.0683472599623085,0.06727580058257064
THA,764001,2013,207,-0.18211926356489588,-0.07078372701762706
THA,764001,2007,300,-0.5405312929335504,-0.14198517539507183
THA,764003,2007,52,-0.44079500001315297,-0.9868226593909378
THA,764005,2018,297,0.24360646627208157,0.16827261373327185
THA,764005,2013,317,-0.27146497958677057,-0.0902984175142204
THA,764010,2018,94,0.633090797652608,-0.01266619064309189
THA,764010,2007,491,-0.8514448609120655,-0.06732196071505911
TUN,5,2013,165,-0.8799915486286628,-1.7615088428625447
TUN,788022,2019,84,-0.815806232843449,-1.2837680431903253
TUN,788022,2013,175,-0.8145496406845919,-1.642722953138565
TUN,788023,2019,99,-0.833810976198165,-1.4598913981752673
TUN,788023,2013,122,-1.1497954161146406,-1.5836784268003306
TUR,2,2011,80,-0.48708303821138343,-0.6197248371959401
TUR,2,2007,160,-0.6128061766888382,-0.7767333874801712
TUR,2,1990,92,0.010310993891890486,-0.16908608309723616
TUR,792001,1990,180,-1.1883971342813853,-0.6561626082741999
TUR,792002,2018,459,0.018215320508529878,-0.5243888167555985
TUR,792002,2011,349,-0.7311349527669964,-0.47337492456540825
TUR,792002,2007,143,-0.6783345757569889,-0.3569327232363375
TUR,792003,1990,107,-0.48461508234546774,-0.33591277520775564
TUR,792004,1990,110,-0.9691210455439944,-0.772689109540715
TUR,792005,2018,109,-0.06947034713344666,-0.7684122955692725
TUR,792006,2018,189,-0.4465357245044279,-0.8953692164709582
TUR,792006,2011,100,-1.0991779997041524,-0.8100110445077761
TUR,792006,2007,80,-1.3031090022933045,-0.6811179352675357
TUR,792008,2018,820,-0.6892470754100194,-0.7986375888458381
TUR,792008,2011,518,-1.2315618447576506,-0.6832009578782751
TUR,792008,2007,392,-1.531078458551028,-0.8580712428514906
TUR,792042,1990,171,-0.1600851908926675,-0.20115594969322592
TUR,792050,2018,96,-0.6852265070105844,-0.43701142505716545
TWN,4,2019,210,1.2021711854484083,-0.28289125313292035
TWN,4,2012,121,1.1323340289015795,-0.1806570651246262
TWN,4,2006,62,1.305296218368432,-1.086338468001713
TWN,5,2012,103,1.32765844561241,-0.30933621911138787
TWN,5,2006,424,1.5273325600247056,-1.1428082960578567
TWN,5,1998,225,0.6600236967008853,-0.7616505261227482
TWN,158001,2019,324,1.1074417468257844,-0.3288612888337313
TWN,158001,2012,350,0.8859470174841559,-0.2742286948298385
TWN,158001,2006,429,1.4808660868663472,-0.7214492801261008
TWN,158001,1998,276,0.5300908809739528,-0.6676771019745406
TWN,158002,2019,234,0.8194393615358342,0.08529248649692386
TWN,158002,2012,289,1.2849746005133489,-0.18040569637870202
TWN,158002,2006,222,1.0381607533209432,-0.6677089030837068
TWN,158002,1998,93,0.8309703394088392,-0.5333908874074886
TWN,158013,2019,50,1.4018144335134979,0.7988386170642147
TWN,158020,2019,128,1.3781481417290395,-0.00867309167524075
TWN,158024,2019,54,1.1029620848224182,0.03896544581228
TZA,5,2001,101,-1.399472805727038,-0.9013427591762866
TZA,834003,2001,67,-1.5409499810387124,-0.6501783323679527
TZA,834004,2001,660,-1.9411974011573838,-0.6736248545181939
TZA,834006,2001,76,-1.5433739213492463,-0.6208205736850866
UGA,800002,2001,110,-1.0797415573817772,-0.839092755730651
UGA,800004,2001,373,-1.355819513737799,-0.7311394514733486
UKR,2,2011,112,0.6817639100732132,-1.373034837230135
UKR,4,2011,182,0.7569919251622579,-1.268919980405748
UKR,4,2006,116,0.7303388757362974,-1.1529967951831022
UKR,804005,1996,203,0.9311250969321703,-1.0048505315748872
UKR,804006,2011,65,0.6737750194127714,-1.4223077893522527
UKR,804006,1996,197,1.5015843740764616,-1.8097168952863776
UKR,804009,1996,64,1.2585386750029484,-1.0201950056337175
UKR,804018,1996,54,0.5452335044413551,-1.145533951381111
UKR,804032,1996,92,0.3305275116668762,-1.0323259498418094
UKR,804053,2011,169,0.5159927336144675,-1.1980971487675809
UKR,804053,2006,207,0.5226447676713227,-1.3048386163525147
UKR,804054,2006,116,-0.09703740141354916,-0.5282050326019534
UKR,804101,2011,154,0.054146367418673465,-1.1351591600601396
UKR,804107,2011,123,0.4110767030286948,-1.0303695898702223
UKR,804210,2020,55,1.0360071857551314,-0.6846728163526021
UKR,804218,2020,110,0.4862429933601678,0.01967661798453101
URY,4,2011,70,0.17348433533162438,0.7289158511331659
